0,0,0,0,0,2500,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,1800,0,0,0,1,0,2047,2047,63,63,0,
53,4,4,1,1,392,315,7291,12,98,2,6,4,4,227,231,7359,11,16,0,5,7,7,190,199,5326,10,28,0,9,1,1,201,216,1142,10,12,2,2,1,1,208,232,4542,11,56,10,0,4,4,594,526,14539,16,23,1,3,11,11,407,398,6365,14,83,4,3,9,9,286,298,4337,11,43,8,1,8,8,566,522,12641,16,64,2,1,15,15,359,332,7709,13,0,1626,0,2047,0,63,131,
93,8,3,11,11,554,542,15783,15,78,3,0,6,6,450,515,4766,15,64,2,5,13,13,287,269,4985,11,53,9,2,12,12,655,555,10925,16,51,10,5,5,5,402,342,9430,12,96,3,9,9,9,338,417,8520,13,9,2,6,9,9,230,215,4207,9,67,2,5,8,8,331,393,4533,13,74,6,6,2,2,381,449,9521,14,57,2,6,4,4,241,299,3240,11,1,1481,2047,0,63,0,142,
6,3,6,8,8,448,538,7006,18,39,10,5,8,8,621,750,17072,22,104,8,3,13,13,553,647,10305,20,62,12,5,10,10,544,539,14015,18,36,4,6,19,19,396,452,10919,17,44,2,7,5,5,436,557,8102,19,61,13,7,3,3,514,630,19425,20,14,4,8,7,7,300,434,7590,16,102,2,7,14,14,285,467,6197,17,87,3,11,10,10,300,420,6015,16,1,2086,1854,0,63,0,162,
0,0,0,0,0,2500,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,1800,0,0,0,1,0,2047,2047,63,63,0,
25,0,0,0,0,170,124,388,1,35,0,0,0,0,100,0,0,1,84,0,0,0,0,100,0,0,1,28,0,0,0,0,100,0,0,1,23,0,0,0,0,100,0,0,1,46,0,0,0,0,239,0,0,1,1,0,0,0,0,239,0,0,1,36,0,0,0,0,100,0,0,1,62,0,0,0,0,344,217,1050,2,7,0,0,0,0,239,0,0,1,0,79,2047,2047,63,63,0,
93,7,4,11,11,410,487,10283,16,44,11,2,9,9,530,621,14110,18,101,5,6,8,8,293,255,6090,11,84,5,5,7,7,344,393,5995,14,43,3,3,6,6,553,586,6569,17,46,8,4,3,3,381,477,8003,16,26,4,8,4,4,209,230,6044,11,67,2,6,3,3,256,242,3460,11,88,2,5,11,11,256,400,6286,14,9,3,9,6,6,244,282,5393,11,1,1737,2047,260,63,51,66,
10,29,2,7,7,832,969,31828,25,83,1,6,7,7,256,331,3541,14,64,10,5,9,9,421,441,11925,16,74,5,4,9,9,456,493,9605,17,7,0,8,17,17,299,283,8068,13,16,1,6,12,12,289,397,9395,15,8,10,9,1,1,395,496,14313,17,73,1,12,13,13,371,406,7690,16,35,8,7,4,4,380,495,13102,17,30,3,12,8,8,199,228,9184,11,1,2009,1982,0,63,0,89,
9,10,0,19,19,401,446,8933,15,35,19,3,10,10,726,615,19994,17,29,6,2,15,15,412,552,10113,16,30,4,4,14,14,302,402,5987,14,41,5,2,17,17,456,488,7881,15,80,1,4,2,2,316,369,1862,13,4,2,7,1,1,229,255,4680,11,63,5,7,4,4,367,448,8169,15,14,3,24,2,2,174,172,8792,9,84,0,4,2,2,167,171,4406,9,1,1623,2046,6,63,3,47,
14,6,1,10,10,337,343,7613,13,47,4,2,10,10,510,440,11180,14,74,3,0,7,7,633,486,5401,15,101,4,4,6,6,277,247,5078,11,41,9,1,8,8,506,427,9233,14,88,2,6,3,3,261,249,4691,11,64,1,7,0,0,211,209,2681,10,67,1,3,3,3,222,200,2467,9,93,2,5,1,1,261,280,3647,11,51,1,5,2,2,200,238,4791,11,1,1593,1855,0,63,0,47,
69,10,7,15,15,516,714,12520,23,14,8,8,11,11,275,404,7801,17,16,7,12,15,15,371,540,14528,20,12,5,7,8,8,363,464,7382,18,87,2,16,13,13,200,238,5064,13,13,7,6,12,12,429,605,11740,21,88,8,6,16,16,321,534,10261,20,18,8,7,14,14,565,622,17317,21,20,3,11,15,15,281,398,7018,17,44,23,5,5,5,786,804,22733,25,0,2426,0,1854,2,63,39,
57,4,5,5,5,301,313,3546,13,16,8,3,15,15,497,619,13419,19,61,14,3,7,7,631,815,15663,21,46,4,3,17,17,442,620,12587,19,54,9,3,6,6,576,632,10754,19,76,5,8,2,2,302,359,10146,14,7,3,10,6,6,205,272,10745,12,73,2,10,6,6,365,327,5335,13,9,2,5,5,5,204,251,5205,11,74,4,7,5,5,294,319,9888,13,1,1843,1983,0,63,48,0,
57,3,6,4,4,249,378,3025,15,9,5,8,6,6,383,456,12635,17,16,4,15,8,8,276,350,6619,15,39,7,7,5,5,386,516,15764,18,63,5,6,9,9,340,413,13918,16,97,5,3,8,8,460,605,8415,19,44,7,5,13,13,472,562,13797,19,53,12,5,15,15,643,789,16658,22,36,9,6,19,19,491,578,14712,19,31,7,6,14,14,339,546,12167,18,0,2053,0,2038,0,63,6,
16,19,5,11,11,496,748,21931,24,33,0,9,18,18,330,414,9118,18,21,6,6,11,11,311,381,7133,17,94,12,3,18,18,631,789,20766,25,11,7,6,13,13,639,789,16362,25,105,8,12,5,5,288,361,11120,16,51,5,10,11,11,311,457,12292,18,78,9,9,6,6,413,622,13296,22,27,3,14,8,8,230,284,5896,14,106,3,8,7,7,436,582,11617,21,1,2476,1982,4,63,3,15,
75,0,11,3,3,139,125,6593,9,99,3,7,6,6,289,350,13572,15,58,3,5,7,7,285,412,10624,16,8,3,3,5,5,420,467,7831,18,43,3,9,10,10,289,285,9265,14,21,3,2,16,16,351,395,5717,16,2,9,7,11,11,479,441,8951,17,98,6,0,12,12,409,513,11625,19,93,8,1,19,19,455,539,14762,19,13,9,5,20,20,507,574,15303,20,0,2209,0,1846,0,63,335,
44,3,11,9,9,363,431,5322,16,71,8,10,4,4,385,461,9053,16,96,4,6,5,5,337,469,5583,16,56,1,8,4,4,297,316,5837,13,22,4,16,9,9,317,380,13235,15,36,7,3,17,17,524,503,10354,17,7,4,3,21,21,331,364,8992,14,62,7,4,17,17,464,516,7865,17,93,18,3,11,11,605,675,21193,20,39,12,7,17,17,563,620,15587,19,0,1940,0,2039,0,63,0,
43,1,9,0,0,283,322,9721,14,41,4,7,1,1,328,383,3491,15,101,1,7,5,5,154,194,7074,11,69,1,9,2,2,368,298,3807,13,74,2,7,3,3,333,377,6614,15,35,11,2,9,9,564,591,11096,19,93,8,2,11,11,432,496,9762,17,71,4,2,16,16,369,536,7674,18,8,6,3,9,9,558,601,10112,19,2,10,1,10,10,554,692,8749,20,0,1955,0,2047,0,63,297,
73,6,0,15,15,524,534,9602,16,2,9,5,9,9,458,432,6276,14,40,4,0,20,20,492,589,14570,17,41,4,3,12,12,556,520,7661,16,30,10,3,9,9,389,343,9275,12,32,1,10,2,2,205,261,6671,11,69,2,6,1,1,340,283,2263,11,75,2,7,2,2,200,199,3427,9,42,0,4,5,5,335,414,2360,14,14,6,6,1,1,227,300,6463,11,1,1561,2046,0,63,0,170,
9,6,1,8,8,386,284,5389,11,61,12,1,4,4,742,597,12145,15,93,3,2,9,9,494,454,6467,13,17,8,0,9,9,523,437,11714,13,27,0,1,6,6,333,286,2009,11,26,0,7,3,3,111,117,1198,6,51,0,8,4,4,227,219,6255,9,35,2,9,0,0,238,269,4528,10,2,2,5,2,2,375,396,4815,12,46,1,4,1,1,362,370,4386,11,1,1315,2047,0,63,0,0,
96,10,3,9,9,493,519,11339,17,9,4,2,15,15,292,308,5351,13,36,7,4,13,13,434,418,6898,15,42,2,4,17,17,326,382,6848,14,11,9,3,8,8,609,585,11486,18,16,2,8,9,9,248,286,5991,12,70,3,5,6,6,313,353,4520,14,21,4,9,2,2,300,292,6772,12,41,2,5,3,3,338,388,3170,14,46,5,5,1,1,387,474,7981,16,1,1819,1974,0,63,0,140,
15,4,2,13,13,531,512,8999,17,99,8,0,15,15,470,612,11853,19,25,11,5,13,13,388,469,13099,17,68,4,8,7,7,247,191,4493,11,22,15,2,20,20,496,632,32358,19,1,3,8,3,3,415,428,4747,16,20,1,7,4,4,194,295,3525,13,49,7,7,1,1,365,392,11452,15,98,5,8,3,3,301,420,9092,16,64,1,13,3,3,226,221,6198,11,1,1956,1974,0,63,3,374,
94,5,5,9,9,620,594,12342,17,104,10,2,10,10,532,530,12678,16,101,12,7,17,17,418,397,13865,13,78,8,7,17,17,463,476,15455,15,84,3,5,13,13,287,329,6939,12,11,6,12,8,8,451,499,8669,15,9,4,11,11,11,280,310,5602,11,8,5,3,11,11,384,490,8923,15,65,3,3,6,6,282,384,7395,13,3,4,10,7,7,260,282,5877,11,1,1562,2047,4,63,3,39,109,47,15,43,65,78,101,9,41,33,96,39,84,3,104,8,45,98,94,11,
65,3,1,13,13,335,403,5247,13,59,11,3,2,2,632,541,11966,15,88,2,0,13,13,330,432,4937,14,106,12,1,11,11,633,615,17699,17,99,7,2,3,3,546,498,7476,15,2,3,5,2,2,262,249,4586,11,6,0,6,2,2,326,338,3746,12,7,1,6,1,1,161,134,1564,8,64,1,12,2,2,242,278,3474,11,46,1,6,1,1,337,375,5479,13,1,1496,1983,0,63,0,122,
67,2,2,3,3,223,178,3168,9,0,0,0,0,0,121,0,0,0,27,4,3,6,6,376,266,5186,11,16,2,3,8,8,207,178,5382,9,96,10,4,4,4,1096,671,9930,18,36,5,5,1,1,404,228,7096,11,42,0,3,3,3,278,85,1489,6,20,0,1,3,3,138,47,2173,4,54,2,4,1,1,224,93,1212,6,29,5,6,0,0,1039,573,8142,17,1,1630,1830,2036,63,63,185,
67,4,7,14,14,295,355,5834,13,87,2,15,16,16,194,230,8578,11,20,6,12,13,13,306,407,9561,14,99,11,6,9,9,396,443,12761,15,74,5,3,9,9,379,451,7493,15,46,4,6,4,4,485,398,5698,14,37,3,4,12,12,453,503,12596,16,6,24,6,10,10,739,729,27910,20,57,4,6,10,10,340,423,5243,15,7,7,8,19,19,420,499,12612,16,0,1733,0,2039,0,63,21,
12,6,2,4,4,528,478,6867,15,84,1,4,10,10,252,256,3515,11,56,19,2,1,1,735,767,19926,19,93,7,1,5,5,515,550,6322,16,31,0,3,12,12,241,401,6364,13,85,2,6,3,3,170,130,2950,8,68,2,7,5,5,172,185,4490,9,72,2,6,3,3,226,332,4470,12,21,2,6,2,2,234,210,5078,9,7,4,8,2,2,307,376,5879,13,1,1496,2047,256,63,48,202,
25,4,4,17,17,336,382,11083,15,30,4,2,16,16,269,390,6797,16,56,11,2,6,6,564,675,12717,21,41,16,2,9,9,672,646,11513,20,74,3,8,18,18,428,525,9804,18,51,2,5,7,7,264,270,5945,13,53,8,7,5,5,383,367,9868,15,43,2,13,1,1,226,293,3664,13,106,2,9,6,6,271,306,7216,14,9,4,4,4,4,283,311,4800,14,1,2105,1974,48,63,12,123,
53,2,0,2,2,386,386,2112,7,84,2,0,2,2,243,287,2050,6,47,2,2,3,3,287,189,2558,5,44,0,0,0,0,320,357,605,7,101,1,0,2,2,229,136,2875,4,92,0,1,0,0,100,51,569,2,69,0,0,0,0,315,300,423,6,75,0,1,0,0,216,328,1740,6,20,0,2,0,0,120,52,520,2,8,1,3,0,0,230,152,1607,4,1,443,2047,2039,63,63,199,109,15,78,43,101,75,20,84,93,41,67,77,8,47,92,44,29,9,69,53,
75,3,7,8,8,283,404,6474,14,37,2,6,13,13,321,270,7611,11,19,16,3,6,6,734,672,23202,19,1,1,2,1,1,591,621,2324,18,99,7,4,10,10,445,466,13262,15,106,7,6,6,6,444,501,8983,16,43,2,4,4,4,339,425,5591,15,5,1,7,9,9,237,295,3855,12,26,6,7,8,8,271,316,7878,13,96,6,6,7,7,317,425,7553,15,1,1710,1975,0,63,0,127,
8,0,7,1,1,215,252,5087,11,51,3,7,2,2,334,437,9203,14,59,1,11,3,3,233,249,3094,11,57,0,2,0,0,148,189,2100,9,7,2,5,3,3,211,233,5746,10,41,7,0,12,12,540,526,8588,15,74,10,1,14,14,630,695,11897,18,25,1,1,9,9,271,334,4403,12,2,8,3,9,9,458,468,10973,15,35,6,1,13,13,590,527,8856,15,0,1525,0,2047,0,63,205,
51,4,2,11,11,414,470,7746,14,75,1,3,12,12,272,301,6478,11,93,7,1,8,8,669,544,9289,15,47,10,0,11,11,493,477,11631,14,69,2,1,11,11,562,466,2979,14,15,3,8,1,1,292,302,4658,11,37,0,4,0,0,174,175,2021,8,8,1,5,2,2,249,252,4995,11,29,1,4,5,5,227,235,1617,10,59,1,6,1,1,343,400,7835,13,1,1442,2047,6,63,3,0,
78,1,5,3,3,271,303,7544,11,69,2,7,1,1,329,285,2848,11,17,0,7,0,0,212,202,3085,10,8,2,4,1,1,245,261,7599,11,26,1,7,1,1,167,195,1986,9,23,8,0,10,10,500,448,10377,15,75,3,5,8,8,292,287,6374,11,93,9,0,7,7,498,485,9101,15,107,5,0,16,16,345,410,8781,14,42,5,1,8,8,567,506,7531,16,0,1611,4,2046,3,63,50,
69,6,2,9,9,552,617,9573,18,44,4,9,5,5,288,387,4341,14,53,6,4,14,14,346,346,11866,13,7,1,12,9,9,182,166,8693,9,97,8,11,8,8,275,310,10391,12,34,13,2,9,9,623,699,19684,19,91,7,4,9,9,333,358,8402,13,30,3,6,13,13,265,348,6446,13,29,7,9,13,13,401,447,11069,15,18,8,5,8,8,624,608,11034,18,0,1714,6,2046,3,63,155,
16,14,8,21,21,440,562,16688,20,44,6,3,13,13,457,524,7841,20,43,14,4,16,16,584,806,20002,25,88,7,7,33,33,315,543,14012,20,29,10,9,18,18,437,503,13578,19,35,1,13,10,10,281,384,7580,17,93,11,13,9,9,351,452,12119,18,15,6,7,12,12,451,564,13494,20,18,11,7,7,7,513,703,14342,23,86,2,12,11,11,227,317,6288,15,1,2425,1846,0,63,0,15,
84,2,6,10,10,290,367,8523,15,46,11,4,4,4,533,618,14640,20,98,4,6,10,10,334,396,7389,15,94,5,6,7,7,471,440,7623,16,4,16,8,8,8,600,716,20625,21,35,10,9,5,5,403,554,15240,18,39,10,8,5,5,357,411,11301,16,1,1,9,3,3,356,404,3280,16,37,2,6,6,6,217,379,7032,15,105,7,11,9,9,245,225,11513,11,1,2041,2044,0,63,0,13,
4,1,11,4,4,276,288,6424,12,99,3,13,2,2,247,291,10233,12,90,1,7,2,2,193,160,7166,9,46,1,8,4,4,273,404,3980,15,1,4,9,0,0,399,423,4070,15,40,11,3,14,14,562,599,19311,18,32,12,2,7,7,576,608,13603,18,84,8,2,21,21,357,532,10182,17,68,3,3,13,13,268,272,6494,11,63,12,0,16,16,604,691,15399,19,0,1782,0,1974,0,63,121,
40,2,7,2,2,243,237,4914,11,36,1,7,5,5,261,263,6120,12,74,4,7,2,2,263,294,9325,13,29,3,8,4,4,321,343,8080,14,93,3,5,2,2,336,442,6884,16,68,5,3,14,14,341,379,8761,15,53,6,5,21,21,504,437,15464,16,69,4,3,13,13,515,442,8964,16,47,5,1,18,18,404,503,11301,17,67,12,1,10,10,535,568,14512,18,0,1893,0,2038,0,63,7,
47,3,1,8,8,514,478,8352,13,44,20,1,11,11,683,678,18769,15,86,4,3,15,15,288,297,7673,10,7,8,0,18,18,422,464,11094,13,29,5,2,17,17,409,484,9648,13,2,0,6,2,2,200,190,1994,8,50,2,11,4,4,208,130,3721,6,11,0,9,2,2,234,230,2107,9,73,2,7,2,2,363,282,2652,10,21,1,9,1,1,215,220,2846,8,1,1187,2047,1924,63,51,5,
7,0,3,13,13,262,271,3858,11,34,13,4,6,6,615,612,17778,17,64,1,2,13,13,295,291,3964,11,47,7,5,12,12,420,446,8088,14,98,12,3,10,10,551,516,13780,16,2,3,6,2,2,284,308,2878,11,62,4,5,3,3,375,476,5568,15,14,4,9,4,4,283,288,6057,11,101,4,7,6,6,228,217,5655,10,6,1,6,6,6,355,344,2382,13,1,1573,2047,0,63,0,18,
67,0,3,1,1,220,194,1992,8,17,3,6,0,0,262,344,4487,11,65,2,4,0,0,255,213,5044,8,58,0,0,0,0,215,184,409,8,31,0,4,0,0,139,170,2024,8,47,7,1,2,2,617,468,7741,13,16,1,1,4,4,411,260,2810,9,93,4,0,3,3,356,306,5623,11,70,4,2,1,1,548,536,5343,14,84,1,1,8,8,330,348,6346,11,0,1178,32,2047,12,63,181,
9,4,5,11,11,377,459,8168,17,46,16,5,7,7,685,752,22207,22,83,1,4,5,5,259,435,2589,17,69,3,4,10,10,477,446,5233,17,41,13,5,10,10,580,620,15315,20,63,3,7,5,5,381,482,6938,18,86,2,5,8,8,214,233,4110,12,29,6,9,9,9,333,410,16822,16,2,8,5,4,4,367,451,8165,17,93,3,11,7,7,264,367,3983,15,1,2150,1972,0,63,0,147,
88,7,4,9,9,343,503,10698,17,23,4,7,6,6,330,390,6561,15,10,6,7,5,5,351,385,7227,15,72,5,8,6,6,264,307,9638,13,4,3,11,8,8,296,331,7013,14,16,5,6,18,18,360,518,8830,18,18,14,3,5,5,755,778,17509,22,97,10,3,12,12,445,558,11498,18,9,4,8,15,15,373,464,10567,17,13,3,5,10,10,327,360,5348,14,0,1976,384,2038,48,63,45,
18,0,7,7,7,195,218,4368,11,40,2,14,8,8,208,193,8863,11,29,3,5,6,6,268,336,8927,14,10,2,6,5,5,345,436,4835,16,47,6,7,6,6,449,553,11997,18,14,16,3,13,13,464,613,20965,19,2,10,5,6,6,528,544,9226,18,8,3,4,7,7,458,453,11050,16,90,0,2,13,13,275,366,6315,15,60,9,2,14,14,523,544,12464,18,0,1967,0,2038,0,63,185,
16,3,3,11,11,305,458,4728,16,41,21,2,6,6,731,1001,21512,24,51,5,3,15,15,333,464,10138,16,20,2,3,13,13,333,465,6063,16,76,12,6,2,2,562,643,14945,19,11,2,10,3,3,305,348,5325,14,95,0,9,4,4,321,359,3610,14,1,4,8,3,3,399,397,4406,15,9,5,6,6,6,234,331,7224,14,53,5,11,1,1,372,465,9753,16,1,1929,1974,260,63,51,169,
9,8,7,10,10,428,618,10332,20,54,7,7,11,11,427,613,10920,20,93,3,12,6,6,261,301,7301,14,31,2,7,10,10,215,337,7451,15,88,9,9,9,9,356,492,11218,18,1,13,1,12,12,719,893,15121,25,2,5,6,12,12,343,384,8688,16,16,3,8,15,15,290,370,7167,16,74,6,9,13,13,512,594,16552,20,22,13,5,13,13,487,645,23995,21,0,2197,256,2047,48,63,413,
89,3,11,7,7,355,316,5145,13,86,5,9,12,12,291,397,7830,15,101,8,8,10,10,289,425,10792,16,29,6,7,11,11,404,622,7630,19,93,6,11,11,11,401,480,15509,17,44,19,1,6,6,762,887,22359,23,41,7,3,7,7,413,540,10013,18,43,8,4,17,17,511,672,12049,20,25,8,10,8,8,320,357,10992,14,64,4,10,17,17,300,508,6723,17,0,1929,4,2046,3,63,303,
84,4,1,14,14,282,386,6142,14,6,4,5,8,8,510,486,8171,16,17,20,10,8,8,670,967,22998,23,51,11,6,12,12,447,568,16060,18,69,6,3,9,9,482,590,6631,18,9,9,6,11,11,322,543,8250,17,4,2,10,6,6,367,428,7610,15,93,2,7,8,8,293,468,5227,16,34,7,9,9,9,343,339,12414,13,58,4,13,7,7,260,274,4164,12,1,1801,2038,4,63,3,60,
